#;Раздел;Раздел(рус);Тогровая марка;Капсула;Капсула(рус);Тип продукта;Дизайн;Заголовок;Глтег;Тег1;Тег2;Тег3;Ткань;Крашение;Полное описание;Отношение;Главная картинка;ТН;Артикул;Цвет;Размер;Плотность
103;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Meandro;Полотенце;;;;;Махра;;;ParentCapsule;;Т059831;ПЦ-3501-993 1сорт;'19-4034;70X130;460
104;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Russian Stripe;Полотенце;;;;;Махра;;;ParentCapsule;;Т104145;ПЦ-2602-2983 1сорт;'10000;50X90;460
104;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Russian Stripe;Полотенце;;;;;Махра;;;ParentCapsule;;Т104150;ПЦ-3502-2983 1сорт;'10000;70X130;460
105;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Rotta;Полотенце;;;;;Махра;;;ParentCapsule;;Т104205;ПЦ-2602-2991 1сорт;'10000;50X90;460
105;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Rotta;Полотенце;;;;;Махра;;;ParentCapsule;;Т104207;ПЦ-3502-2991 1сорт;'10000;70X130;460
106;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Astrazione;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т119888;ПЦС-2601-4029 1сорт;'19-4324;50X90;460
106;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Astrazione;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т119880;ПЦС-3501-4029 1сорт;'19-4324;70X130;460
107;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Arte del mosaico;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т119878;ПЦ-2601-4027 1сорт;'19-4030;50X90;460
107;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Arte del mosaico;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т119879;ПЦ-3501-4027 1сорт;'19-4030;70X130;460
108;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Fiore selvaggio;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т119891;ПЦС-2601-4028 1сорт;'18-4217;50X90;460
108;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Полотенце махровое;Fiore selvaggio;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т119893;ПЦС-3501-4028 1сорт;'18-4217;70X130;460
109;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Халат махровый;Illusione di spazio;Халат мужской;новинка;;;;Махра;;;ParentCapsule;;Т120903;ХЦС-901-4030 мд.41 м 1сорт 48р. (3008);'19-4151;48;400
109;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Халат махровый;Illusione di spazio;Халат мужской;новинка;;;;Махра;;;ParentCapsule;;Т120685;ХЦС-901-4030 мд.41 м 1сорт 50р. (3008);'19-4151;50;400
109;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Халат махровый;Illusione di spazio;Халат мужской;новинка;;;;Махра;;;ParentCapsule;;Т120904;ХЦС-901-4030 мд.41 м 1сорт 52р. (3008);'19-4151;52;400
109;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Халат махровый;Illusione di spazio;Халат мужской;новинка;;;;Махра;;;ParentCapsule;;Т120905;ХЦС-901-4030 мд.41 м 1сорт 54р. (3008);'19-4151;54;400
109;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Халат махровый;Illusione di spazio;Халат мужской;новинка;;;;Махра;;;ParentCapsule;;Т120906;ХЦС-901-4030 мд.41 м 1сорт 56р. (3008);'19-4151;56;400
109;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Халат махровый;Illusione di spazio;Халат мужской;новинка;;;;Махра;;;ParentCapsule;;Т120907;ХЦС-901-4030 мд.41 м 1сорт 58р. (3008);'19-4151;58;400
110;001_bathroom;Ванная;Cleanelly;Mezzanote;Синяя;Коврик махровый;Sentiero;Коврик;новинка;;;;Махра;;;ParentCapsule;;Т119873;ПЦ-103-04031 1сорт;'19-4151;50X70;650
111;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7955.jpg;Т117921;ПЛ-125.01-3875-2 1сорт;'16-1338;40X60;415
111;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7955.jpg;Т117919;ПЛ-2601-3875-2 1сорт;'16-1338;50X90;400
111;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7955.jpg;Т117917;ПЛ-3501-3875-2 1сорт;'16-1338;70X130;390
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117913;ПЛ-125.01-3875-1 1сорт;'13-0815;40X60;415
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117912;ПЛ-2601-3875-1 1сорт;'13-0815;50X90;400
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117911;ПЛ-3501-3875-1 1сорт;'13-0815;70X130;390
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117913;ПЛ-125.01-3875-1 1сорт;'17-0330;40X60;415
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117912;ПЛ-2601-3875-1 1сорт;'17-0330;50X90;400
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117911;ПЛ-3501-3875-1 1сорт;'17-0330;70X130;390
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117913;ПЛ-125.01-3875-1 1сорт;'18-1029;40X60;415
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117912;ПЛ-2601-3875-1 1сорт;'18-1029;50X90;400
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117911;ПЛ-3501-3875-1 1сорт;'18-1029;70X130;390
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117913;ПЛ-125.01-3875-1 1сорт;'18-5210;40X60;415
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117912;ПЛ-2601-3875-1 1сорт;'18-5210;50X90;400
112;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Element;Полотенце;;;;;Махра;;;ParentSome;T18_7954.jpg;Т117911;ПЛ-3501-3875-1 1сорт;'18-5210;70X130;390
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117918;ПЛ-125.01-3873 1сорт;'12-2103;40X60;415
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117910;ПЛ-2601-3873 1сорт;'12-2103;50X90;400
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117915;ПЛ-3501-3873 1сорт;'12-2103;70X130;390
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117918;ПЛ-125.01-3873 1сорт;'13-0908;40X60;415
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117910;ПЛ-2601-3873 1сорт;'13-0908;50X90;400
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117915;ПЛ-3501-3873 1сорт;'13-0908;70X130;390
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117918;ПЛ-125.01-3873 1сорт;'14-4311;40X60;415
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117910;ПЛ-2601-3873 1сорт;'14-4311;50X90;400
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117915;ПЛ-3501-3873 1сорт;'14-4311;70X130;390
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117918;ПЛ-125.01-3873 1сорт;'14-4908;40X60;415
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117910;ПЛ-2601-3873 1сорт;'14-4908;50X90;400
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117915;ПЛ-3501-3873 1сорт;'14-4908;70X130;390
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117918;ПЛ-125.01-3873 1сорт;'16-3850;40X60;415
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117910;ПЛ-2601-3873 1сорт;'16-3850;50X90;400
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117915;ПЛ-3501-3873 1сорт;'16-3850;70X130;390
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117918;ПЛ-125.01-3873 1сорт;'16-1703;40X60;415
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117910;ПЛ-2601-3873 1сорт;'16-1703;50X90;400
113;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Brilliance;Полотенце;Новинка;;;;Махра;;;ParentRainbow;T18_8044.jpg;Т117915;ПЛ-3501-3873 1сорт;'16-1703;70X130;390
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117914;ПЛ-125.01-3874 1сорт;'11-0107;40X60;415
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117916;ПЛ-2601-3874 1сорт;'11-0107;50X90;400
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117920;ПЛ-3501-3874 1сорт;'11-0107;70X130;390
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117914;ПЛ-125.01-3874 1сорт;'14-1911;40X60;415
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117916;ПЛ-2601-3874 1сорт;'14-1911;50X90;400
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117920;ПЛ-3501-3874 1сорт;'14-1911;70X130;390
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117914;ПЛ-125.01-3874 1сорт;'17-3925;40X60;415
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117916;ПЛ-2601-3874 1сорт;'17-3925;50X90;400
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117920;ПЛ-3501-3874 1сорт;'17-3925;70X130;390
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117914;ПЛ-125.01-3874 1сорт;'17-4928;40X60;415
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117916;ПЛ-2601-3874 1сорт;'17-4928;50X90;400
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117920;ПЛ-3501-3874 1сорт;'17-4928;70X130;390
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117914;ПЛ-125.01-3874 1сорт;'19-3936;40X60;415
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117916;ПЛ-2601-3874 1сорт;'19-3936;50X90;400
114;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Megapolis;Полотенце;;;;;Махра;;;ParentRainbow;T18_0085.jpg;Т117920;ПЛ-3501-3874 1сорт;'19-3936;70X130;390
115;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Lilac color;Полотенце;;;;;Махра;;;ParentSome;;Т106529;ПЛ-2602-03089 1сорт;'10000;50X90;360
115;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Lilac color;Полотенце;;;;;Махра;;;ParentSome;;Т106530;ПЛ-3502-03089 1сорт;'10000;70X130;360
115;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Lilac color;Полотенце;;;;;Махра;;;ParentSome;;Т106531;ПЛ-1202-03089 1сорт;'10000;100X150;360
116;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Rose Color;Полотенце;;;;;Махра;;;ParentSome;;Т106518;ПЛ-2602-03088 1сорт;'10000;50X90;360
116;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Rose Color;Полотенце;;;;;Махра;;;ParentSome;;Т106521;ПЛ-3502-03088 1сорт;'10000;70X130;360
116;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Rose Color;Полотенце;;;;;Махра;;;ParentSome;;Т106522;ПЛ-1202-03088 1сорт;'10000;100X150;360
117;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Peach Color;Полотенце;;;;;Махра;;;ParentSome;;Т106517;ПЛ-2602-03087 1сорт;'10000;50X90;360
117;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Peach Color;Полотенце;;;;;Махра;;;ParentSome;;Т106514;ПЛ-3502-03087 1сорт;'10000;70X130;360
117;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Peach Color;Полотенце;;;;;Махра;;;ParentSome;;Т106513;ПЛ-1202-03087 1сорт;'10000;100X150;360
118;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Sea Color;Полотенце;;;;;Махра;;;ParentSome;;Т106536;ПЛ-2602-03090 1сорт;'10000;50X90;360
118;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Sea Color;Полотенце;;;;;Махра;;;ParentSome;;Т106537;ПЛ-3502-03090 1сорт;'10000;70X130;360
118;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Sea Color;Полотенце;;;;;Махра;;;ParentSome;;Т106538;ПЛ-1202-03090 1сорт;'10000;100X150;360
119;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Lemon color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118756;ПЛ-2602-03947 1сорт;'10000;50X90;360
119;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Lemon color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118746;ПЛ-3502-03947 1сорт;'10000;70X130;360
119;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Lemon color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118739;ПЛ-1202-03947 1сорт;'10000;100X150;360
120;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Sapphire color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118830;ПЛ-2602-03949 1сорт;'10000;50X90;360
120;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Sapphire color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118826;ПЛ-3502-03949 1сорт;'10000;70X130;360
120;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Sapphire color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118813;ПЛ-1202-03949 1сорт;'10000;100X150;360
121;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Tropical color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118794;ПЛ-2602-03948 1сорт;'10000;50X90;360
121;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Tropical color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118775;ПЛ-3502-03948 1сорт;'10000;70X130;360
121;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Tropical color;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118768;ПЛ-1202-03948 1сорт;'10000;100X150;360
122;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Barbara New;Полотенце;;;;;Махра;;;ParentSome;;Т106916;ПЛ-2602-02124 1сорт;'10000;50X90;360
122;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Barbara New;Полотенце;;;;;Махра;;;ParentSome;;Т106915;ПЛ-3502-02124 1сорт;'10000;70X130;360
122;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Barbara New;Полотенце;;;;;Махра;;;ParentSome;;Т106914;ПЛ-1202-02124 1сорт;'10000;100X150;360
123;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Holmes New;Полотенце;;;;;Махра;;;ParentSome;;Т106906;ПЛ-2602-02126 1сорт;'10000;50X90;360
123;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Holmes New;Полотенце;;;;;Махра;;;ParentSome;;Т106901;ПЛ-3502-02126 1сорт;'10000;70X130;360
123;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Holmes New;Полотенце;;;;;Махра;;;ParentSome;;Т106892;ПЛ-1202-02126 1сорт;'10000;100X150;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'101;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'101;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'101;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'101;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'110;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'110;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'110;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'110;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'116;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'116;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'116;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'116;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'128;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'128;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'128;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'128;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'131;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'131;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'131;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'131;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'133;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'133;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'133;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'133;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'148;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'148;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'148;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'148;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'149;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'149;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'149;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'149;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'31;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'31;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'31;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'31;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'458;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'458;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'458;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'458;100X150;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т100891;ПЛ-2701-01933 1сорт;'57;30X70;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086206;ПЛ-2601-01933 1сорт;'57;50X90;360
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086205;ПЛ-3501-01933 1сорт;'57;70X130;350
124;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Plait;Полотенце;;;;;Махра;;;ParentRainbow;;Т086315;ПЛ-1201-01933 1сорт;'57;100X150;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'177;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'177;70X130;350
